,Date,Volume,SmVol,MeVol,LaVol,Speed,Occupancy,rho,FlowIndex,Traffic State
310,2017-04-03 01:50:00,12,6,6,0,59.0,0.52,0.2033898305084746,0.029348849148626684,Free-flow
311,2017-04-03 01:55:00,13,9,4,0,57.8,0.52,0.22491349480968859,0.03244345569150908,Free-flow
312,2017-04-03 02:00:00,13,10,3,0,64.2,0.48,0.20249221183800623,0.03837597330367075,Free-flow
313,2017-04-03 02:05:00,12,7,5,0,60.7,0.49,0.19769357495881382,0.03080345683237786,Free-flow
314,2017-04-03 02:10:00,12,6,6,0,80.9,0.44,0.14833127317676142,0.04808761872165655,Free-flow
315,2017-04-03 02:15:00,13,9,4,0,60.8,0.44,0.2138157894736842,0.035224323322209865,Free-flow
316,2017-04-03 02:20:00,7,5,2,0,71.3,0.27,0.09817671809256662,0.014453381249821741,Free-flow
317,2017-04-03 02:25:00,10,5,4,1,65.6,0.36,0.15243902439024393,0.02564102564102564,Free-flow
318,2017-04-03 02:30:00,9,7,2,0,58.1,0.4,0.1549053356282272,0.016150423547531448,Free-flow
319,2017-04-03 02:35:00,11,9,2,0,58.1,0.43,0.18932874354561102,0.02443598300105531,Free-flow
320,2017-04-03 02:40:00,20,7,4,9,86.3,6.17,0.23174971031286212,0.10193662473973931,Free-flow
321,2017-04-03 02:45:00,28,10,13,5,87.8,3.98,0.31890660592255127,0.15415989275833547,Free-flow
322,2017-04-03 02:50:00,11,7,2,2,57.2,0.47,0.1923076923076923,0.023730070448646647,Free-flow
323,2017-04-03 02:55:00,9,5,4,0,73.9,0.32,0.12178619756427604,0.026289894754855825,Free-flow
324,2017-04-03 03:00:00,14,6,8,0,68.8,0.67,0.20348837209302326,0.04754570605516101,Free-flow
325,2017-04-03 03:05:00,15,8,7,0,58.7,0.67,0.2555366269165247,0.041648840592110895,Free-flow
326,2017-04-03 03:10:00,15,10,5,0,66.7,0.62,0.22488755622188905,0.050205356378882515,Free-flow
327,2017-04-03 03:15:00,13,7,6,0,71.8,0.58,0.18105849582172703,0.04542083796811272,Free-flow
328,2017-04-03 03:20:00,14,8,5,1,56.7,0.65,0.24691358024691357,0.0354667579361684,Free-flow
329,2017-04-03 03:25:00,13,11,2,0,57.0,0.57,0.22807017543859648,0.03170189098998888,Free-flow
330,2017-04-03 03:30:00,14,8,6,0,62.8,0.67,0.2229299363057325,0.04155614500442087,Free-flow
331,2017-04-03 03:35:00,12,7,4,1,59.4,0.56,0.20202020202020202,0.029691109780097542,Free-flow
332,2017-04-03 03:40:00,9,4,5,0,58.0,0.43,0.15517241379310345,0.01608624967913066,Free-flow
333,2017-04-03 03:45:00,10,6,4,0,58.7,0.46,0.17035775127768313,0.020721029063631956,Free-flow
334,2017-04-03 03:50:00,22,10,12,0,52.1,1.24,0.42226487523992323,0.06059439262998774,Free-flow
335,2017-04-03 03:55:00,14,8,6,0,53.1,0.74,0.263653483992467,0.03187302130572431,Free-flow
336,2017-04-03 04:00:00,10,8,2,0,48.6,0.46,0.205761316872428,0.01351929494309917,Free-flow
337,2017-04-03 04:05:00,18,9,9,0,63.7,0.74,0.28257456828885397,0.06062291434927698,Free-flow
338,2017-04-03 04:10:00,11,8,3,0,57.8,0.5,0.1903114186851211,0.024200678816919084,Free-flow
339,2017-04-03 04:15:00,22,14,8,0,53.5,1.1,0.411214953271028,0.06279056501525912,Free-flow
340,2017-04-03 04:20:00,13,5,8,0,60.1,0.53,0.21630615640599002,0.03457545420837969,Free-flow
341,2017-04-03 04:25:00,23,12,11,0,65.9,1.2,0.3490136570561456,0.08694133082342204,Free-flow
342,2017-04-03 04:30:00,19,10,9,0,69.3,0.75,0.2741702741702742,0.07275177547702576,Free-flow
343,2017-04-03 04:35:00,23,8,15,0,47.6,1.26,0.4831932773109244,0.056929351701320546,Free-flow
344,2017-04-03 04:40:00,23,17,6,0,52.3,0.99,0.4397705544933079,0.06463734633923732,Free-flow
345,2017-04-03 04:45:00,20,9,10,1,66.5,0.86,0.3007518796992481,0.07370012264339294,Free-flow
346,2017-04-03 04:50:00,22,17,5,0,56.8,1.12,0.38732394366197187,0.06796725706625595,Free-flow
347,2017-04-03 04:55:00,21,17,4,0,53.8,0.89,0.39033457249070636,0.05942500213912895,Free-flow
348,2017-04-03 05:00:00,31,15,16,0,56.8,1.64,0.545774647887324,0.10441801431790308,Free-flow
349,2017-04-03 05:05:00,34,19,15,0,64.6,1.66,0.5263157894736843,0.13547816662388407,Free-flow
350,2017-04-03 05:10:00,35,22,13,0,66.2,1.44,0.5287009063444108,0.14407746498958957,Free-flow
351,2017-04-03 05:15:00,60,46,13,1,61.0,2.58,0.9836065573770492,0.23983913750320868,Free-flow
352,2017-04-03 05:20:00,60,38,21,1,61.1,3.12,0.9819967266775778,0.24026696329254726,Free-flow
353,2017-04-03 05:25:00,54,37,17,0,53.8,2.57,1.0037174721189592,0.18601865320441513,Free-flow
354,2017-04-03 05:30:00,42,27,14,1,59.8,1.85,0.7023411371237459,0.15795328142380421,Free-flow
355,2017-04-03 05:35:00,56,37,19,0,63.3,2.32,0.8846761453396524,0.2316248823479079,Free-flow
356,2017-04-03 05:40:00,52,36,16,0,58.6,2.59,0.8873720136518771,0.19614386355209495,Free-flow
357,2017-04-03 05:45:00,56,33,23,0,61.1,2.31,0.9165302782324058,0.22284019280682238,Free-flow
358,2017-04-03 05:50:00,60,42,18,0,56.1,2.67,1.0695187165775402,0.21887567382561818,Free-flow
359,2017-04-03 05:55:00,76,46,30,0,58.5,6.35,1.2991452991452992,0.29588431590656283,Moderate
360,2017-04-03 06:00:00,89,64,25,0,52.9,4.02,1.6824196597353498,0.3145731724708365,Moderate
361,2017-04-03 06:05:00,82,48,33,1,60.6,3.06,1.353135313531353,0.33319072473688716,Moderate
362,2017-04-03 06:10:00,90,52,38,0,55.4,3.5,1.6245487364620939,0.3343886369470352,Moderate
363,2017-04-03 06:15:00,100,65,34,1,56.4,3.71,1.773049645390071,0.38102164798494054,Moderate
364,2017-04-03 06:20:00,104,66,35,3,56.9,3.6,1.827768014059754,0.4008157211716722,Moderate
365,2017-04-03 06:25:00,129,84,44,1,57.2,4.92,2.255244755244755,0.5050055617352613,Congested
366,2017-04-03 06:30:00,129,84,44,1,55.9,4.71,2.307692307692308,0.49304783092324805,Congested
367,2017-04-03 06:35:00,151,94,55,2,51.9,5.92,2.9094412331406554,0.537670060751262,Congested
368,2017-04-03 06:40:00,146,97,47,2,57.6,5.41,2.5347222222222223,0.5785060323436296,Congested
369,2017-04-03 06:45:00,138,86,48,4,58.8,5.14,2.3469387755102042,0.5574570035081714,Congested
370,2017-04-03 06:50:00,138,84,53,1,53.0,5.2,2.6037735849056602,0.5003850432104047,Congested
371,2017-04-03 06:55:00,140,90,48,2,48.3,5.79,2.898550724637681,0.46102507059125525,Moderate
372,2017-04-03 07:00:00,147,92,54,1,50.3,6.1,2.922465208747515,0.5060965174980747,Congested
373,2017-04-03 07:05:00,176,113,60,3,51.0,7.92,3.450980392156863,0.6188927868571917,Congested
374,2017-04-03 07:10:00,204,141,63,0,49.2,9.34,4.146341463414634,0.6945323864122529,Congested
375,2017-04-03 07:15:00,255,174,78,3,47.3,11.97,5.391120507399577,0.8389021990245571,Congested
376,2017-04-03 07:20:00,226,161,63,2,37.6,13.95,6.01063829787234,0.5847808105872622,Congested
377,2017-04-03 07:25:00,217,152,64,1,43.7,10.46,4.965675057208237,0.6550369356264796,Congested
378,2017-04-03 07:30:00,261,184,76,1,38.5,14.88,6.779220779220779,0.6953666467014631,Congested
379,2017-04-03 07:35:00,295,201,87,7,35.8,19.49,8.240223463687151,0.7319100995408002,Congested
380,2017-04-03 07:40:00,261,196,62,3,36.4,23.29,7.170329670329671,0.6562847608453837,Congested
381,2017-04-03 07:45:00,220,167,52,1,34.7,24.14,6.340057636887607,0.5232024186417957,Congested
382,2017-04-03 07:50:00,274,199,73,2,35.4,26.22,7.740112994350283,0.6704885770514246,Congested
383,2017-04-03 07:55:00,301,216,84,1,38.6,16.95,7.797927461139896,0.8073215253415476,Congested
384,2017-04-03 08:00:00,270,185,81,4,43.0,12.31,6.27906976744186,0.8067083083768289,Congested
385,2017-04-03 08:05:00,230,162,65,3,42.4,11.22,5.4245283018867925,0.6742249222783149,Congested
386,2017-04-03 08:10:00,221,157,63,1,45.4,9.2,4.86784140969163,0.6942899517982943,Congested
387,2017-04-03 08:15:00,300,206,92,2,44.5,12.88,6.741573033707865,0.9307777872850175,Congested
388,2017-04-03 08:20:00,256,192,61,3,45.3,10.98,5.6512141280353205,0.8057670916402839,Congested
389,2017-04-03 08:25:00,201,145,54,2,44.1,8.71,4.557823129251701,0.6109138358860272,Congested
390,2017-04-03 08:30:00,209,165,41,3,45.8,8.62,4.563318777292577,0.661404409457802,Congested
391,2017-04-03 08:35:00,212,158,50,4,34.8,42.27,6.0919540229885065,0.5049199965773936,Congested
392,2017-04-03 08:40:00,224,173,45,6,41.7,22.18,5.371702637889688,0.6449045948489776,Congested
393,2017-04-03 08:45:00,167,125,40,2,47.0,7.85,3.5531914893617023,0.5385328427597615,Congested
394,2017-04-03 08:50:00,154,110,38,6,51.0,5.75,3.019607843137255,0.538889364250877,Congested
395,2017-04-03 08:55:00,177,123,52,2,47.7,8.33,3.7106918238993707,0.5808804654744587,Congested
396,2017-04-03 09:00:00,179,133,46,0,50.4,7.1,3.551587301587302,0.622144262856165,Congested
397,2017-04-03 09:05:00,164,113,49,2,49.6,6.77,3.3064516129032255,0.5588830894726334,Congested
398,2017-04-03 09:10:00,129,92,34,3,50.7,5.3,2.5443786982248517,0.4452169076751947,Moderate
399,2017-04-03 09:15:00,174,137,36,1,51.5,6.64,3.378640776699029,0.6178232223838452,Congested
400,2017-04-03 09:20:00,184,140,42,2,47.1,8.74,3.9065817409766455,0.5968169761273209,Congested
401,2017-04-03 09:25:00,184,146,36,2,50.0,8.43,3.68,0.6348649496591654,Congested
402,2017-04-03 09:30:00,142,109,33,0,50.3,5.97,2.823061630218688,0.4881634864949658,Congested
403,2017-04-03 09:35:00,168,113,52,3,52.6,6.22,3.1939163498098857,0.6089672285445367,Congested
404,2017-04-03 09:40:00,154,111,39,4,49.0,7.43,3.142857142857143,0.5169276403981632,Congested
405,2017-04-03 09:45:00,157,109,46,2,48.8,8.32,3.2172131147540988,0.5251704172727532,Congested
406,2017-04-03 09:50:00,169,118,48,3,48.4,7.5,3.491735537190083,0.5621060437523173,Congested
407,2017-04-03 09:55:00,151,90,61,0,48.5,6.47,3.11340206185567,0.5010624340435241,Congested
408,2017-04-03 10:00:00,168,105,61,2,49.7,9.08,3.380281690140845,0.5742277744502439,Congested
409,2017-04-03 10:05:00,146,87,58,1,50.5,7.2,2.891089108910891,0.5045919968055674,Congested
410,2017-04-03 10:10:00,148,98,50,0,48.4,6.34,3.0578512396694215,0.4896323550383617,Congested
411,2017-04-03 10:15:00,133,84,46,3,52.3,6.35,2.54302103250478,0.4748509740167137,Congested
412,2017-04-03 10:20:00,122,72,50,0,53.0,5.5,2.30188679245283,0.4399189983172186,Moderate
413,2017-04-03 10:25:00,132,81,48,3,48.4,8.15,2.7272727272727275,0.4344143064943955,Moderate
414,2017-04-03 10:30:00,127,79,43,5,48.6,8.42,2.613168724279835,0.4189697954992727,Moderate
415,2017-04-03 10:35:00,138,79,59,0,51.6,7.39,2.6744186046511627,0.4866090527937024,Congested
416,2017-04-03 10:40:00,122,78,43,1,54.7,6.01,2.2303473491773307,0.4547075097686889,Moderate
417,2017-04-03 10:45:00,146,95,50,1,51.0,6.86,2.8627450980392157,0.5097972105758535,Congested
418,2017-04-03 10:50:00,138,86,50,2,48.0,6.76,2.875,0.45118507743646785,Moderate
419,2017-04-03 10:55:00,114,75,38,1,55.1,4.57,2.0689655172413794,0.4267562248652349,Moderate
420,2017-04-03 11:00:00,99,77,22,0,51.4,3.94,1.9260700389105059,0.34170445794472487,Moderate
421,2017-04-03 11:05:00,115,83,30,2,48.0,4.83,2.3958333333333335,0.3724651321981689,Moderate
422,2017-04-03 11:10:00,133,80,52,1,51.3,5.52,2.5925925925925926,0.4653675023530418,Moderate
423,2017-04-03 11:15:00,139,92,47,0,46.3,6.0,3.002159827213823,0.4377584780810587,Moderate
424,2017-04-03 11:20:00,126,85,41,0,52.3,4.73,2.4091778202676863,0.4487464704372379,Moderate
425,2017-04-03 11:25:00,157,103,53,1,48.9,6.76,3.210633946830266,0.5262898947548558,Congested
426,2017-04-03 11:30:00,137,94,41,2,49.4,5.71,2.7732793522267207,0.4614386355209492,Moderate
427,2017-04-03 11:35:00,142,94,47,1,46.9,6.73,3.0277185501066097,0.45373777131285475,Moderate
428,2017-04-03 11:40:00,103,68,35,0,50.0,4.3,2.06,0.34608254185562304,Moderate
429,2017-04-03 11:45:00,155,105,50,0,43.3,7.64,3.5796766743648964,0.45742420353098884,Moderate
430,2017-04-03 11:50:00,150,107,43,0,47.7,6.59,3.144654088050314,0.48904765979293235,Congested
431,2017-04-03 11:55:00,170,118,51,1,45.8,8.02,3.711790393013101,0.5340406719717063,Congested
432,2017-04-03 12:00:00,134,91,42,1,48.9,5.62,2.740286298568507,0.4460939505433387,Moderate
433,2017-04-03 12:05:00,139,98,40,1,46.0,6.33,3.0217391304347827,0.4347850888451556,Moderate
434,2017-04-03 12:10:00,119,88,28,3,47.8,5.3,2.489539748953975,0.3844585151592938,Moderate
435,2017-04-03 12:15:00,133,84,48,1,51.2,5.47,2.59765625,0.4644191551866747,Moderate
436,2017-04-03 12:20:00,117,77,40,0,48.5,5.03,2.4123711340206184,0.3834816462736374,Moderate
437,2017-04-03 12:25:00,124,86,35,3,49.0,5.12,2.5306122448979593,0.4121103220102108,Moderate
438,2017-04-03 12:30:00,113,79,34,0,55.3,4.27,2.0433996383363473,0.4244388351729842,Moderate
439,2017-04-03 12:35:00,119,78,39,2,51.9,4.78,2.2928709055876686,0.4192478822623427,Moderate
440,2017-04-03 12:40:00,144,92,51,1,50.9,6.1,2.8290766208251474,0.5014973902626849,Congested
441,2017-04-03 12:45:00,134,92,41,1,52.5,5.09,2.552380952380952,0.4804911440061607,Congested
442,2017-04-03 12:50:00,129,95,33,1,49.2,5.52,2.621951219512195,0.43141952596902544,Moderate
443,2017-04-03 12:55:00,143,93,49,1,50.1,5.87,2.8542914171656686,0.4897107897664071,Congested
444,2017-04-03 13:00:00,123,89,32,2,50.8,5.25,2.421259842519685,0.42440318302387264,Moderate
445,2017-04-03 13:05:00,144,100,44,0,47.6,6.14,3.0252100840336134,0.46761358774706946,Congested
446,2017-04-03 13:10:00,149,105,43,1,47.6,6.18,3.130252100840336,0.4845840107241665,Congested
447,2017-04-03 13:15:00,164,122,42,0,47.6,6.99,3.445378151260504,0.5354952796554576,Congested
448,2017-04-03 13:20:00,140,96,44,0,46.1,5.94,3.036876355748373,0.4390633467385414,Moderate
449,2017-04-03 13:25:00,147,97,48,2,49.0,5.83,3.0,0.49247026610764094,Congested
450,2017-04-03 13:30:00,134,101,33,0,49.0,5.77,2.7346938775510203,0.44704942813952825,Moderate
451,2017-04-03 13:35:00,151,108,41,2,49.1,6.36,3.075356415478615,0.5075226034625367,Congested
452,2017-04-03 13:40:00,134,87,44,3,46.7,5.53,2.8693790149892933,0.4250734434271698,Moderate
453,2017-04-03 13:45:00,154,109,45,0,45.6,7.37,3.3771929824561404,0.4795927098485497,Congested
454,2017-04-03 13:50:00,114,82,32,0,51.7,4.24,2.2050290135396517,0.3991186788739625,Moderate
455,2017-04-03 13:55:00,162,109,49,4,48.6,6.78,3.333333333333333,0.5402584067767604,Congested
456,2017-04-03 14:00:00,165,109,56,0,48.8,6.86,3.3811475409836067,0.5530076152990501,Congested
457,2017-04-03 14:05:00,131,75,56,0,49.7,5.68,2.635814889336016,0.44310630044779103,Moderate
458,2017-04-03 14:10:00,126,90,36,0,47.2,5.22,2.669491525423729,0.40292632839907594,Moderate
459,2017-04-03 14:15:00,151,96,55,0,48.7,6.91,3.1006160164271046,0.5032158238498616,Congested
460,2017-04-03 14:20:00,132,90,42,0,48.8,5.15,2.7049180327868854,0.43817917344057494,Moderate
461,2017-04-03 14:25:00,141,94,47,0,48.5,5.9,2.9072164948453607,0.46647984940532217,Moderate
462,2017-04-03 14:30:00,94,68,26,0,48.2,4.75,1.950207468879668,0.3019309203958815,Moderate
463,2017-04-03 14:35:00,151,108,40,3,49.1,6.08,3.075356415478615,0.5075226034625367,Congested
464,2017-04-03 14:40:00,141,99,42,0,50.0,5.54,2.82,0.4815607084795071,Congested
465,2017-04-03 14:45:00,146,107,36,3,48.7,6.65,2.9979466119096507,0.4858532272325376,Congested
466,2017-04-03 14:50:00,128,97,31,0,48.2,5.44,2.6556016597510372,0.4187844043238927,Moderate
467,2017-04-03 14:55:00,136,94,39,3,47.5,5.77,2.863157894736842,0.43949117252788,Moderate
468,2017-04-03 15:00:00,138,98,40,0,46.6,6.08,2.96137339055794,0.43740908701976555,Moderate
469,2017-04-03 15:05:00,129,87,40,2,49.9,5.25,2.585170340681363,0.437858304098571,Moderate
470,2017-04-03 15:10:00,171,114,57,0,47.0,7.48,3.6382978723404253,0.5519380508257037,Congested
471,2017-04-03 15:15:00,155,116,36,3,49.8,6.39,3.112449799196787,0.529263283990759,Congested
472,2017-04-03 15:20:00,136,106,29,1,51.0,5.46,2.6666666666666665,0.4734320184820741,Congested
473,2017-04-03 15:25:00,145,113,31,1,48.8,6.02,2.9713114754098364,0.48341462023330767,Congested
474,2017-04-03 15:30:00,155,123,32,0,46.7,6.82,3.319057815845824,0.49500156869456086,Congested
475,2017-04-03 15:35:00,138,108,24,6,46.9,6.04,2.9424307036247335,0.44036108496620174,Moderate
476,2017-04-03 15:40:00,111,85,26,0,47.2,4.78,2.351694915254237,0.35244288525712336,Moderate
477,2017-04-03 15:45:00,147,108,38,1,48.4,6.24,3.0371900826446283,0.4861812270043639,Congested
478,2017-04-03 15:50:00,144,98,45,1,47.2,6.84,3.0508474576271185,0.46350646016941904,Moderate
479,2017-04-03 15:55:00,173,127,45,1,41.7,8.44,4.148681055155875,0.4932617438179174,Congested
480,2017-04-03 16:00:00,131,101,30,0,47.2,5.43,2.7754237288135593,0.41975414277972684,Moderate
481,2017-04-03 16:05:00,125,98,27,0,48.9,5.0,2.556237218813906,0.4147129288953538,Moderate
482,2017-04-03 16:10:00,150,108,42,0,44.5,6.93,3.3707865168539324,0.4548215966458458,Moderate
483,2017-04-03 16:15:00,134,101,31,2,43.6,6.6,3.073394495412844,0.39545363794529537,Moderate
484,2017-04-03 16:20:00,161,123,36,2,45.2,8.28,3.561946902654867,0.4977610450357948,Congested
485,2017-04-03 16:25:00,135,99,36,0,47.4,16.85,2.848101265822785,0.4351416103362711,Moderate
486,2017-04-03 16:30:00,184,138,45,1,44.3,9.45,4.153498871331829,0.5600810016827814,Congested
487,2017-04-03 16:35:00,148,107,40,1,50.3,6.36,2.9423459244532806,0.5096831236986965,Congested
488,2017-04-03 16:40:00,152,125,27,0,49.3,5.7,3.08316430020284,0.5131912951712728,Congested
489,2017-04-03 16:45:00,144,107,33,4,47.6,5.86,3.0252100840336134,0.46761358774706946,Congested
490,2017-04-03 16:50:00,121,83,37,1,49.2,4.95,2.4593495934959346,0.4033541541884145,Moderate
491,2017-04-03 16:55:00,102,73,26,3,50.5,4.53,2.01980198019802,0.34615384615384615,Moderate
492,2017-04-03 17:00:00,177,135,39,3,49.7,6.54,3.561368209255533,0.606122187045435,Congested
493,2017-04-03 17:05:00,145,100,44,1,48.6,6.49,2.983539094650206,0.4813467955848379,Congested
494,2017-04-03 17:10:00,136,94,42,0,41.7,6.23,3.2613908872901676,0.3832463420895012,Moderate
495,2017-04-03 17:15:00,163,117,46,0,45.1,6.65,3.614190687361419,0.5030446935341262,Congested
496,2017-04-03 17:20:00,183,133,47,3,51.0,8.35,3.588235294117647,0.6443484213228373,Congested
497,2017-04-03 17:25:00,160,116,42,2,48.6,6.46,3.292181069958848,0.5333276289894754,Congested
498,2017-04-03 17:30:00,145,103,40,2,44.4,6.34,3.265765765765766,0.43792247796697187,Moderate
499,2017-04-03 17:35:00,130,89,41,0,48.8,5.52,2.6639344262295084,0.43121987393400074,Moderate
500,2017-04-03 17:40:00,161,106,52,3,47.6,7.13,3.3823529411764706,0.5253130258691994,Congested
501,2017-04-03 17:45:00,165,122,41,2,47.7,6.62,3.4591194968553456,0.5400658851715582,Congested
502,2017-04-03 17:50:00,117,86,29,2,45.1,5.54,2.5942350332594235,0.35511679644048944,Moderate
503,2017-04-03 17:55:00,141,99,39,3,48.3,6.02,2.919254658385093,0.46446906819543077,Moderate
504,2017-04-03 18:00:00,161,110,49,2,48.4,6.18,3.3264462809917354,0.5344970194803342,Congested
505,2017-04-03 18:05:00,177,126,51,0,49.8,6.8,3.5542168674698797,0.6073842731239839,Congested
506,2017-04-03 18:10:00,197,146,49,2,46.2,7.25,4.2640692640692635,0.6278343458543681,Congested
507,2017-04-03 18:15:00,156,105,48,3,40.5,9.7,3.8518518518518516,0.42936596218020023,Moderate
508,2017-04-03 18:20:00,201,138,55,8,45.4,8.4,4.427312775330397,0.6295456490117224,Congested
509,2017-04-03 18:25:00,187,139,47,1,45.1,7.25,4.146341463414634,0.5802244659308063,Congested
510,2017-04-03 18:30:00,164,113,47,4,41.0,8.84,4.0,0.45831550725877757,Moderate
511,2017-04-03 18:35:00,160,113,47,0,46.1,5.86,3.470715835140998,0.5048059097002366,Congested
512,2017-04-03 18:40:00,135,94,39,2,48.0,5.18,2.8125,0.4409172584923419,Moderate
513,2017-04-03 18:45:00,165,114,50,1,47.8,7.29,3.4518828451882846,0.5412424060922392,Congested
514,2017-04-03 18:50:00,141,104,37,0,48.1,5.53,2.9313929313929314,0.46245828698553954,Moderate
515,2017-04-03 18:55:00,176,131,41,4,43.8,7.42,4.018264840182649,0.5285359801488833,Congested
516,2017-04-03 19:00:00,104,73,29,2,41.7,5.44,2.4940047961630696,0.2880978865406007,Moderate
517,2017-04-03 19:05:00,160,117,42,1,45.4,7.19,3.524229074889868,0.4968198282992499,Congested
518,2017-04-03 19:10:00,188,151,36,1,42.6,7.98,4.413145539906103,0.5499272696158124,Congested
519,2017-04-03 19:15:00,124,92,31,1,43.9,7.34,2.824601366742597,0.3670174838139243,Moderate
520,2017-04-03 19:20:00,137,109,28,0,43.6,7.27,3.142201834862385,0.4047802401528764,Moderate
521,2017-04-03 19:25:00,112,90,21,1,46.3,5.25,2.4190064794816415,0.34862097487236526,Moderate
522,2017-04-03 19:30:00,132,96,36,0,46.7,7.95,2.8265524625267666,0.4184136219731326,Moderate
523,2017-04-03 19:35:00,128,106,21,1,44.6,5.88,2.8699551569506725,0.38592738370268964,Moderate
524,2017-04-03 19:40:00,157,123,31,3,43.9,7.28,3.5763097949886107,0.4703160206497248,Congested
525,2017-04-03 19:45:00,123,98,25,0,47.2,7.74,2.6059322033898304,0.3928296397706854,Moderate
526,2017-04-03 19:50:00,136,104,31,1,44.2,6.97,3.0769230769230766,0.40748980348535413,Moderate
527,2017-04-03 19:55:00,131,104,27,0,46.1,5.54,2.8416485900216917,0.40947919340577854,Moderate
528,2017-04-03 20:00:00,83,69,14,0,45.6,4.75,1.8201754385964912,0.24873791392145123,Free-flow
529,2017-04-03 20:05:00,113,86,27,0,49.5,5.2,2.282828282828283,0.37770599811756655,Moderate
530,2017-04-03 20:10:00,124,88,33,3,46.6,5.63,2.6609442060085837,0.3908901628590172,Moderate
531,2017-04-03 20:15:00,96,73,22,1,48.8,7.57,1.9672131147540985,0.3129117823222383,Moderate
532,2017-04-03 20:20:00,81,64,17,0,54.8,3.28,1.478102189781022,0.2953709249593566,Moderate
533,2017-04-03 20:25:00,102,80,22,0,45.9,4.74,2.2222222222222223,0.3126978694275691,Moderate
534,2017-04-03 20:30:00,115,90,24,1,49.2,5.96,2.33739837398374,0.3823051253529563,Moderate
535,2017-04-03 20:35:00,115,88,26,1,43.2,6.88,2.6620370370370368,0.3331051595790194,Moderate
536,2017-04-03 20:40:00,92,75,16,1,49.5,3.91,1.8585858585858586,0.3035851801146573,Moderate
537,2017-04-03 20:45:00,91,73,17,1,46.5,4.46,1.956989247311828,0.2805895439377086,Free-flow
538,2017-04-03 20:50:00,123,98,23,2,47.6,6.2,2.584033613445378,0.3963378112432618,Moderate
539,2017-04-03 20:55:00,113,89,23,1,49.8,5.08,2.2690763052208838,0.3801232138273295,Moderate
540,2017-04-03 21:00:00,75,55,20,0,46.7,3.4,1.6059957173447537,0.2286087105330709,Free-flow
541,2017-04-03 21:05:00,78,56,22,0,45.6,4.06,1.7105263157894737,0.23248053392658513,Free-flow
542,2017-04-03 21:10:00,126,104,22,0,46.9,5.98,2.6865671641791047,0.4002310259262428,Moderate
543,2017-04-03 21:15:00,120,100,20,0,43.4,5.24,2.7649769585253456,0.3502181911525627,Moderate
544,2017-04-03 21:20:00,96,76,20,0,49.0,5.1,1.9591836734693877,0.31428082484812186,Moderate
545,2017-04-03 21:25:00,94,67,27,0,47.1,4.6,1.9957537154989384,0.2945580559596133,Moderate
546,2017-04-03 21:30:00,99,76,23,0,45.8,5.18,2.161572052401747,0.30217335500984,Moderate
547,2017-04-03 21:35:00,111,89,22,0,44.3,6.43,2.505643340857788,0.32949003165910834,Moderate
